NOS file name,Status as per ActiveIS,Status extracted from pdf
sfjcps5.2.pdf,original,tailored
sfjcps5.3.pdf,original,tailored
sfjcps5.4.pdf,original,tailored
sfjcps5.5.pdf,original,tailored
sfjcps5.6.pdf,original,tailored
sfjcps5.7.pdf,original,tailored
sfjcps6.1.pdf,original,tailored
sfjcps6.2.pdf,original,tailored
sfjcps6.3.pdf,original,tailored
sfjcps6.4.pdf,original,tailored
sfjcps6.5.pdf,original,tailored
sfjcps7.1.pdf,original,tailored
sfjcps7.2.pdf,original,tailored
sfjcps7.3.pdf,original,tailored
sfjcps7.4.pdf,original,tailored
sfjcps7.5.pdf,original,tailored
sfjcps7.6.pdf,original,tailored
sfjcps7.7.pdf,original,tailored
sfjcps8.1.pdf,original,tailored
sfjcps8.10.pdf,original,tailored
sfjcps8.11.pdf,original,tailored
sfjcps8.12.pdf,original,tailored
sfjcps8.13.pdf,original,tailored
sfjcps8.14.pdf,original,tailored
sfjcps8.2.pdf,original,tailored
sfjcps8.3.pdf,original,tailored
sfjcps8.4.pdf,original,tailored
sfjcps8.5.pdf,original,tailored
sfjcps8.6.pdf,original,tailored
sfjcps8.7.pdf,original,tailored
sfjcps8.8.pdf,original,tailored
sfjcps8.9.pdf,original,tailored
sfjcps9.1.pdf,original,tailored
sfjcps9.2.pdf,original,tailored
sfjcps9.3.pdf,original,tailored
sfjcps9.4.pdf,original,tailored
sfjcps9.5.pdf,original,tailored
sfjcps9.6.pdf,original,tailored
sfjcps9.7.pdf,original,tailored
sfjcsaf1.pdf,original,imported
sfjctha1.pdf,original,imported
sfjcthd5.pdf,original,tailored
sfjctzb1.pdf,original,imported
sfjctzb2.pdf,original,imported
sfjctzh11.pdf,original,tailored
sfjde2.1.pdf,original,tailored
sfjefsm12.pdf,original,tailored
sfjefsm13.pdf,original,tailored
sfjefsm14.pdf,original,tailored
sfjefsm15.pdf,original,tailored
sfjefsm17.pdf,original,tailored
sfjefsm18.pdf,original,tailored
sfjefsm19.pdf,original,tailored
sfjefsm21.pdf,original,tailored
sfjefsm22.pdf,original,tailored
sfjefsm23.pdf,original,tailored
sfjefsm24.pdf,original,tailored
sfjefsm25.pdf,original,tailored
sfjefsm9.pdf,original,tailored
sfjga2.pdf,original,imported
sfjga4.pdf,original,tailored
sfjga9.pdf,original,imported
sfjgb9.pdf,original,tailored
sfjgk513.pdf,original,tailored
sfjha4.pdf,original,tailored
sfjha5.pdf,original,tailored
sfjhd10.pdf,original,tailored
sfjhk4.pdf,original,imported
sfjhk5.pdf,original,imported
sfjodps6.1.12.pdf,original,tailored
sfjpa1.1.pdf,original,tailored
sfjpa1.2.pdf,original,tailored
sfjpa1.3.pdf,original,tailored
sfjpa1.4.pdf,original,tailored
sfjpa1.5.pdf,original,tailored
sfjpa2.1.pdf,original,tailored
sfjpa2.2.pdf,original,tailored
sfjpa3.2.pdf,original,tailored
sfjpa3.pdf,original,tailored
sfjpa4l.pdf,original,tailored
sfjpa5.1.pdf,original,tailored
sfjpb1.1.pdf,original,tailored
sfjpb2.1.pdf,original,tailored
sfjpb2.2.pdf,original,tailored
sfjpc1.1.pdf,original,tailored
sfjpc1.2.pdf,original,tailored
sfjpc1.3.pdf,original,tailored
sfjpc1.4.pdf,original,tailored
sfjpc1.5.pdf,original,tailored
sfjpc1.6.pdf,original,tailored
sfjpc1.7.pdf,original,tailored
sfjpc2.1.pdf,original,tailored
sfjpc2.2.pdf,original,tailored
sfjpc2.3.pdf,original,tailored
sfjpc3.1.pdf,original,tailored
sfjpc3.2.pdf,original,tailored
sfjpd1.1.pdf,original,tailored
sfjpd2.1.pdf,original,tailored
sfjpd2.3.pdf,original,tailored
sfjpd2.4.pdf,original,tailored
sfjpd3.1.pdf,original,tailored
sfjpd5.1.pdf,original,tailored
sfjpe2.2.pdf,original,tailored
sfjpe2.3.pdf,original,tailored
sfjpe3.1.pdf,original,tailored
sfjpe4.1.pdf,original,tailored
sfjpe5.1.pdf,original,tailored
sfjpe5.2.pdf,original,tailored
sfjpe6.1.pdf,original,tailored
sfjpe7.1.pdf,original,tailored
sfjpf1.1.pdf,original,tailored
sfjpf2.1.pdf,original,tailored
sfjpf2.2.pdf,original,tailored
sfjpg1.1.pdf,original,tailored
sfjpg1.2.pdf,original,tailored
sfjpg2.1.pdf,original,tailored
sfjpg3.1.pdf,original,tailored
sfjpg4.1.pdf,original,tailored
sfjpg4.2.pdf,original,tailored
sfjpg5.1.pdf,original,tailored
sfjph1.1.pdf,original,tailored
sfjph1.2.pdf,original,tailored
sfjph1.3.pdf,original,tailored
sfjph2.1.pdf,original,tailored
sfjph3.1.pdf,original,tailored
sfjph4.1.pdf,original,tailored
sfjpi2.1.pdf,original,tailored
sfjpi3.1.pdf,original,tailored
sfjpi4.1.pdf,original,tailored
sfjpi4.2.pdf,original,tailored
sfjpk1.3.pdf,original,tailored
sfjpk1.4.pdf,original,tailored
sfjpk1.5.pdf,original,tailored
sfjpk2.1.pdf,original,tailored
sfjpk3.1.pdf,original,tailored
sfjpsg1.1.1.pdf,original,imported
sfjpsg2.1.1.pdf,original,imported
sfjpsg2.1.2.pdf,original,imported
sfjpsg2.2.1.pdf,original,imported
sfjpsg2.2.2.pdf,original,imported
sfjpsg2.2.3.pdf,original,imported
sfjpsg2.2.4.pdf,original,imported
sfjpsg2.2.5.pdf,original,imported
sfjpsg2.3.1.pdf,original,imported
sfjpsg2.3.3.pdf,original,imported
sfjpsg3.1.1.pdf,original,imported
sfjpsg3.1.2.pdf,original,imported
sfjpsg3.1.3.pdf,original,imported
sfjpsg3.2.1.pdf,original,imported
sfjpsg3.2.2.pdf,original,imported
sfjpsg4.1.1.pdf,original,imported
sfjpsg4.1.2.pdf,original,imported
sfjpsg4.1.3.pdf,original,imported
sfjpsg4.2.1.pdf,original,imported
sfjpsg4.2.2.pdf,original,imported
sfjpsg4.3.1.pdf,original,imported
sfjpsg4.3.2.pdf,original,imported
sfjpsg5.3.1.pdf,original,imported
sfjpsg6.1.1.pdf,original,imported
sfjpsg6.1.2.pdf,original,imported
sfjpsg6.1.3.pdf,original,imported
sfjpsg6.1.4.pdf,original,imported
sfjpsg6.1.5.pdf,original,imported
sfjpsg6.1.6.pdf,original,imported
sfjpsg6.1.7.pdf,original,imported
sfjpsg6.1.8.pdf,original,imported
sfjpsg6.1.9.pdf,original,imported
sfjpsg6.2.2.pdf,original,imported
sfjpsg6.2.3.pdf,original,imported
sfjpsg6.3.4.pdf,original,imported
sfjrm4.pdf,original,tailored
sfjza4.pdf,original,tailored
sfjza9.pdf,original,imported
sfjzb4.pdf,original,tailored
sfllo35l.pdf,original,tailored
sfs2j3.pdf,original,tailored
sfsag12.pdf,original,tailored
sfsba224.pdf,original,tailored
sfscsh10.pdf,original,empty
sfscsh9.pdf,original,tailored
sfscu31.pdf,original,tailored
sfscu43.pdf,original,tailored
sfsdgv10.pdf,original,imported
sfshss1.pdf,original,tailored
sfshss7.pdf,original,tailored
sfsics9.pdf,original,tailored
sfspso44.pdf,original,empty
sfspso45.pdf,original,empty
sfssfl5.pdf,original,tailored
sfssys18.pdf,original,tailored
sfsuit1.pdf,original,tailored
sftag19.pdf,original,tailored
sftdw12.pdf,original,tailored
sftdw13.pdf,original,tailored
sftdw14.pdf,original,tailored
sftdw15.pdf,original,tailored
sftdw3.pdf,original,tailored
sftdw4.pdf,original,tailored
sftdw5.pdf,original,tailored
sftdw6.pdf,original,tailored
sftdw7.pdf,original,tailored
sftdw8.pdf,original,tailored
sftdw9.pdf,original,tailored
sftmve6.pdf,original,tailored
skaa111.pdf,original,imported
skaa213.pdf,original,tailored
skaa214l.pdf,original,tailored
skaa321.pdf,original,imported
skaa322 (5).pdf,original,imported
skaa323.pdf,original,imported
skaa328.pdf,original,imported
skaa329.pdf,original,tailored
skaa410.pdf,original,imported
skaa411.pdf,original,imported
skaa47.pdf,original,imported
skabt0920.pdf,original,imported
skabt0922.pdf,original,imported
skabt0923.pdf,original,imported
skabt0925.pdf,original,imported
skabt09b16.pdf,original,tailored
skabt09b17.pdf,original,tailored
skabt09b18.pdf,original,tailored
skabt09b19.pdf,original,tailored
skabt34v2.pdf,original,tailored
skabtg12v2.pdf,original,tailored
skabtg13v2.pdf,original,tailored
skabtg1v2.pdf,original,tailored
skac224.pdf,original,imported
skac226.pdf,original,imported
skac227.pdf,original,imported
skac228.pdf,original,imported
skac243.pdf,original,imported
skac244.pdf,original,imported
skac32.pdf,original,imported
skac34.pdf,original,imported
skag17.pdf,original,imported
sks cx1.pdf,original,tailored
sks hss2.pdf,original,imported
sksa1v3.pdf,original,tailored
sksa2sk1v2.pdf,original,tailored
sksamta2.2.pdf,original,tailored
sksamtc4.pdf,original,tailored
sksamtd3.pdf,original,tailored
sksamtf12.pdf,original,tailored
sksas10v3.pdf,original,tailored
sksas11.pdf,original,tailored
sksas13.pdf,original,tailored
sksas14.pdf,original,imported
sksas20.pdf,original,imported
sksas21.pdf,original,tailored
sksas23.pdf,original,tailored
sksas24.pdf,original,tailored
sksas26.pdf,original,tailored
sksb1v3.pdf,original,tailored
sksb5v3.pdf,original,tailored
sksd2v3.pdf,original,tailored
sksd5v3.pdf,original,tailored
sksf3v2.pdf,original,tailored
sksfdt1.pdf,original,empty
sksfl25v2.pdf,original,tailored
sksfl32v2.pdf,original,tailored
sksgw2.pdf,,original
skshm1.pdf,original,empty
skshm10.pdf,original,empty
skshm11.pdf,original,empty
skshm12.pdf,original,empty
skshm13.pdf,original,empty
skshm2.pdf,original,empty
skshm3.pdf,original,empty
skshm4.pdf,original,empty
skshm5.pdf,original,empty
skshm6.pdf,original,empty
skshm7.pdf,original,empty
skshm8.pdf,original,empty
skshm9.pdf,original,empty
sksl11v3.pdf,original,tailored
sksl12v3.pdf,original,tailored
skslg6.pdf,,original
skslg7.pdf,,original
skslg8.pdf,,original
skslg9.pdf,,original
sksmmf10v2.pdf,original,tailored
sksmmf12v2.pdf,original,tailored
sksmmf4.pdf,original,tailored
sksmmf5v2.pdf,original,tailored
sksmmf6.pdf,original,tailored
sksmmf7.pdf,original,tailored
sksmmf8.pdf,original,tailored
sksmmf9v2.pdf,original,tailored
sksmsp1.pdf,,original
skspd5.pdf,,original
skspd7.pdf,,original
slssfl4.pdf,original,tailored
sumbse01l.pdf,,empty
sumbse02l.pdf,,empty
sumbse03l.pdf,,empty
sumet04l.pdf,original,empty
sumet05l.pdf,original,empty
sumet06l.pdf,original,empty
sumet07l.pdf,original,empty
sumet08l.pdf,original,empty
sumet09l.pdf,original,empty
tdastl50.pdf,original,tailored
tdastl51.pdf,original,imported
tdastl52.pdf,original,imported
tdastl53.pdf,original,tailored
tdastl54.pdf,original,imported
tdastl58.pdf,original,imported
tdastl59.pdf,original,imported
tdastl61.pdf,original,tailored
tdastl63.pdf,original,imported
tdastl64.pdf,original,tailored
tdastl65.pdf,original,imported
tdastl66.pdf,original,imported
tdastl67.pdf,original,imported
tdastl68.pdf,original,imported
tdastl69.pdf,original,imported
